2,917,27,1
5,768,837,0
5,274,33,1
5,688,499,1
4,825,45,1
1,876,282,0
4,915,800,1
2,222,826,0
5,756,436,1
2,758,920,0
2,445,735,0
1,100,377,1
1,431,805,1
5,618,66,1
2,465,769,0
1,777,28,0
5,766,363,1
4,898,739,1
5,966,695,1
2,975,12,1
3,570,516,1
1,513,242,0
4,415,725,0
4,29,444,0
3,885,296,1
4,64,757,0
1,830,978,1
3,472,991,0
3,709,547,1
5,391,134,1
4,940,456,1
4,422,47,1
3,219,951,0
3,389,362,0
2,175,737,0
5,202,12,1
3,68,901,0
5,144,145,0
1,994,97,0
3,556,803,1
4,768,24,1
3,984,88,1
5,684,463,1
2,183,844,0
5,530,440,0
4,103,297,0
2,637,507,1
3,553,322,1
2,744,796,0
2,758,428,1
5,25,663,0
1,830,621,0
2,713,190,1
4,931,517,1
3,192,885,0
1,132,614,1
4,418,890,0
5,270,918,0
2,160,215,0
4,357,240,1
2,676,926,0
1,300,157,0
1,656,699,1
5,277,390,0
1,605,706,1
5,984,360,1
3,176,611,0
1,605,339,0
3,148,755,0
4,851,670,1
3,636,355,1
5,356,254,1
3,514,892,1
4,875,475,1
5,886,140,1
3,694,664,1
2,306,176,1
5,265,181,0
4,110,71,1
3,497,151,0
3,437,804,0
1,412,641,1
1,155,249,1
3,399,470,0
3,708,301,1
1,266,719,1
1,37,454,1
1,531,545,1
3,551,371,1
1,322,245,0
1,3,16,1
4,325,437,0
4,885,473,1
3,466,538,0
3,761,907,1
4,387,556,0
5,492,843,0
2,388,460,0
4,311,905,0
2,535,861,0
2,859,833,1
1,268,395,1
3,726,383,1
5,465,381,0
2,699,570,1
5,675,770,0
4,788,163,1
5,294,829,0
3,832,615,1
3,43,14,0
3,411,349,0
4,227,606,0
4,411,493,1
3,252,660,0
1,16,26,1
3,104,688,0
5,782,635,1
1,620,747,1
4,456,565,0
1,601,435,0
4,897,682,1
2,330,54,1
1,634,472,0
5,210,264,0
2,126,536,0
3,641,277,1
5,939,727,1
5,666,261,1
2,397,790,0
4,914,771,1
1,701,809,1
1,731,355,0
5,804,686,1
5,429,470,0
2,926,571,1
2,857,494,1
2,194,814,0
2,200,662,0
4,853,230,1
3,989,933,1
2,430,719,0
4,921,508,1
3,220,394,0
1,525,837,1
3,830,509,1
2,710,740,0
4,8,540,0
2,390,720,0
5,754,501,1
1,348,878,1
1,556,814,1
4,708,999,0
4,516,4,1
1,915,636,0
1,30,669,1
5,696,369,1
1,451,143,0
3,732,981,1
2,967,39,1
5,742,167,1
1,308,872,1
3,56,968,0
1,838,121,0
3,506,194,1
4,626,93,1
5,196,360,0
1,980,57,0
1,994,896,0
4,633,823,0
5,359,741,0
5,751,773,0
5,55,606,0
4,582,973,0
4,954,857,1
2,642,945,0
5,755,106,1
5,489,771,0
4,948,762,1
1,876,313,0
5,781,423,1
1,188,478,1
2,549,755,0
3,898,571,1
3,138,613,0
2,350,25,1
2,883,352,1
5,785,877,0
4,946,870,1
5,282,802,0
1,726,178,0
2,788,801,0
3,555,765,1
2,866,92,1
1,527,856,1
3,401,350,0
1,291,597,1
4,909,992,1
5,24,995,0
3,427,242,0
4,411,267,1
5,410,171,1
2,193,349,0
5,838,795,0
2,820,16,1
2,760,257,1
1,182,544,1
3,811,990,1
2,274,817,0
1,331,764,1
5,3,127,0
3,771,455,1
5,238,117,1
4,142,207,1
1,346,453,1
5,476,88,1
5,702,264,1
4,524,244,1
4,88,600,0
2,747,135,1
2,206,862,0
3,7,834,0
4,737,49,1
3,433,521,0
1,337,40,0
2,518,464,1
3,402,797,0
4,209,628,0
3,67,479,0
5,825,682,1
5,549,490,0
5,329,935,0
2,415,339,1
4,134,739,0
1,414,268,0
4,597,186,1
2,360,570,0
1,738,345,0
2,626,997,0
2,86,940,0
2,785,911,0
2,706,884,0
1,158,7,0
1,992,103,0
1,919,267,0
1,689,795,1
2,756,469,1
2,678,464,1
1,719,810,1
1,643,703,1
5,111,328,0
2,263,349,0
5,671,708,0
2,711,439,1
1,99,367,1
3,9,819,0
1,279,936,1
2,874,329,1
3,62,107,0
3,255,986,0
1,886,514,0
2,167,881,0
4,726,656,1
5,231,17,1
1,975,45,0
1,113,578,1
1,645,709,1
5,66,364,0
4,736,236,1
5,928,200,1
2,380,416,0
4,309,824,0
5,874,932,0
3,692,283,1
1,160,48,0
5,114,898,0
2,441,948,0
3,349,610,0
2,83,820,0
1,537,431,0
4,774,798,1
3,675,850,1
4,365,665,0
2,104,239,0
4,610,952,0
3,828,906,1
2,847,621,1
2,715,486,1
2,713,30,1
5,444,226,1
1,774,336,0
3,841,917,1
3,707,484,1
1,317,749,1
2,63,337,0
4,881,739,1
4,850,255,1
5,834,689,1
5,306,59,1
2,203,962,0
5,796,921,0
3,216,329,0
5,145,769,0
1,942,120,0
3,117,530,0
5,105,651,0
1,542,831,1
2,147,594,0
5,90,939,0
4,691,535,1
5,172,504,0
3,377,521,0
5,794,846,0
1,807,735,0
5,623,908,0
1,491,717,1
1,937,200,0
3,163,661,0
1,528,648,1
2,466,125,1
2,255,454,0
2,177,769,0
4,900,739,1
1,44,310,1
5,140,735,0
1,321,524,1
4,836,598,1
2,487,754,0
2,450,8,1
5,391,849,0
5,501,327,1
4,619,552,1
2,736,445,1
1,518,591,1
5,149,892,0
5,602,23,1
5,34,206,0
1,640,630,0
3,166,767,0
4,899,727,1
4,772,508,1
5,137,543,0
5,83,521,0
1,814,585,0
1,547,318,0
1,245,338,1
5,444,847,0
5,917,357,1
4,747,860,0
4,193,452,0
4,580,837,0
4,378,745,0
1,86,12,0
2,906,518,1
3,743,219,1
4,46,92,1
2,520,920,0
3,839,454,1
5,774,855,0
1,247,390,1
4,286,890,0
1,397,233,0
4,359,169,1
3,924,158,1
2,511,538,0
2,484,173,1
1,21,700,1
4,385,673,0
3,356,741,0
2,839,603,1
5,931,838,0
4,667,620,1
4,433,345,1
5,873,687,1
5,739,596,1
4,103,327,0
5,551,290,1
4,13,226,0
4,914,900,1
2,536,41,1
3,365,520,0
3,682,992,1
2,703,844,0
5,699,50,1
5,152,148,0
1,844,646,0
1,769,252,0
3,466,287,0
2,207,918,0
4,932,752,1
4,411,896,0
2,492,507,0
1,357,56,0
4,442,399,1
3,997,851,1
2,853,861,0
1,675,70,0
2,139,767,0
4,78,898,0
2,253,474,0
1,707,770,1
1,199,287,1
1,525,659,1
4,846,486,1
3,473,327,0
5,929,469,1
3,73,354,0
1,533,256,0
4,464,272,1
1,514,414,0
4,934,104,1
3,529,734,1
4,392,798,0
3,84,327,0
2,438,829,0
3,665,666,1
3,936,149,1
3,795,180,1
1,17,173,1
3,408,734,0
1,26,11,0
2,31,912,0
2,7,943,0
3,224,537,0
4,872,988,0
1,854,95,0
3,99,799,0
4,688,578,1
2,180,138,1
5,462,511,0
3,114,984,0
1,548,58,0
2,957,407,1
5,201,657,0
4,847,711,1
4,758,923,0
1,92,163,1
1,86,309,1
5,409,337,0
3,980,851,1
4,458,545,1
3,31,109,0
3,606,324,1
5,710,897,0
4,510,898,0
1,883,840,0
5,652,421,1
2,732,369,1
2,482,28,1
4,129,138,1
4,882,976,1
3,143,742,0
1,290,816,1
4,58,151,1
3,262,381,0
2,390,575,0
3,793,525,1
3,566,327,1
3,558,726,1
1,83,548,1
1,878,477,0
1,208,828,1
5,132,367,0
1,28,593,1
1,264,594,1
2,616,470,1
5,82,92,0
3,264,336,0
4,224,315,1
4,126,585,0
1,936,206,0
2,520,180,1
4,413,53,1
3,345,257,0
2,255,764,0
5,471,302,1
4,159,941,0
2,188,1,1
3,629,613,1
1,573,984,1
3,271,5,0
4,138,91,1
2,757,743,1
3,595,203,1
3,433,737,0
5,243,8,1
3,680,752,1
1,915,967,1
4,760,748,1
2,811,891,0
3,534,840,1
1,41,73,1
2,426,116,1
4,546,714,0
3,320,563,0
4,839,754,1
2,621,385,1
4,568,892,0
2,499,355,1
1,138,378,1
2,180,946,0
5,846,61,1
2,347,392,0
4,582,816,0
5,899,134,1
1,454,595,1
3,905,921,1
5,941,189,1
3,962,965,1
5,837,542,1
4,214,288,1
4,329,365,1
4,706,473,1
3,375,492,0
2,600,39,1
3,712,668,1
4,193,44,1
4,634,233,1
3,349,239,0
4,346,884,0
1,416,509,1
5,945,368,1
3,154,570,0
4,269,748,0
1,901,529,0
3,631,341,1
1,937,249,0
2,188,643,0
3,958,579,1
1,281,979,1
1,11,359,1
3,406,959,0
5,512,655,0
4,40,558,0
1,989,924,0
2,637,733,0
4,27,718,0
5,606,409,1
4,799,227,1
5,351,986,0
4,472,872,0
3,642,258,1
2,532,494,1
3,447,118,0
4,478,896,0
4,197,198,1
4,201,321,0
5,352,253,0
2,228,404,0
5,954,607,1
4,115,160,1
4,882,568,1
4,507,347,1
4,907,104,1
2,132,580,0
3,211,128,0
3,943,601,1
1,147,150,1
4,941,119,1
4,329,414,1
5,438,577,0
5,839,331,1
5,17,595,0
2,4,690,0
5,53,293,0
2,608,219,1
4,661,17,1
2,437,11,1
1,701,968,1
1,4,941,1
3,67,178,0
5,811,468,1
3,351,293,0
2,641,194,1
3,184,938,0
5,178,94,0
5,447,333,1
5,945,668,1
2,578,1,1
3,881,137,1
2,947,12,1
4,879,937,1
3,918,241,1
5,690,256,1
5,424,19,1
5,744,252,1
1,94,522,1
5,153,557,0
4,548,122,1
3,536,233,1
3,960,470,1
1,885,694,0
1,877,305,0
1,399,260,0
5,31,756,0
1,973,520,0
4,573,833,0
4,494,786,0
4,489,794,0
3,45,331,0
5,1,381,0
1,357,730,1
4,771,538,1
2,641,866,0
5,71,695,0
2,20,121,0
5,532,574,0
4,861,962,0
2,717,466,1
4,540,395,1
5,727,832,0
5,186,397,0
5,844,673,1
1,289,202,0
5,323,932,0
5,802,422,1
1,352,469,1
4,653,513,1
4,213,139,1
3,608,640,1
2,102,230,0
1,424,913,1
1,973,885,0
2,383,175,1
3,774,242,1
2,619,538,1
1,431,914,1
1,593,187,0
5,228,74,1
2,217,972,0
2,459,236,1
1,762,186,0
5,838,898,0
1,933,829,0
3,793,968,1
2,223,878,0
2,384,594,0
4,389,176,1
4,220,509,0
1,217,196,0
5,715,755,0
5,39,924,0
5,415,11,1
1,400,780,1
4,10,498,0
1,505,799,1
2,633,4,1
1,48,833,1
2,656,69,1
1,307,542,1
4,929,621,1
4,180,218,1
1,624,753,1
1,353,808,1
5,213,984,0
5,961,379,1
4,640,715,1
4,823,583,1
1,643,666,1
5,535,383,1
5,878,107,1
3,379,471,0
1,938,829,0
2,11,880,0
1,174,279,1
1,328,834,1
5,563,695,0
4,382,667,0
5,967,105,1
1,509,537,1
3,151,89,0
2,190,475,0
4,398,834,0
3,654,22,1
3,398,628,0
5,663,649,0
2,996,314,1
5,73,971,0
4,164,496,0
3,641,411,1
2,121,429,0
2,728,860,0
4,676,984,0
5,494,929,0
5,336,909,0
4,140,984,0
1,992,304,0
3,733,513,1
2,719,77,1
1,681,25,0
5,261,756,0
3,147,532,0
3,258,670,0
4,43,986,0
4,500,501,1
2,832,737,1
1,15,24,1
3,400,648,0
1,909,388,0
5,68,8,0
4,672,995,0
5,825,232,1
1,576,188,0
2,79,881,0
2,270,949,0
2,790,233,1
1,838,887,1
2,56,666,0
1,466,861,1
1,315,238,0
1,677,189,0
4,985,370,1
5,706,674,0
2,211,255,0
3,684,935,1
1,197,129,0
4,789,118,1
1,904,230,0
1,442,616,1
2,957,359,1
2,65,261,0
5,232,401,0
4,652,285,1
3,326,83,0
3,742,626,1
4,790,372,1
4,858,268,1
4,408,525,0
1,989,773,0
5,541,542,0
4,662,749,1
2,897,145,1
5,599,451,1
3,450,545,0
5,120,463,0
1,595,161,0
4,487,651,0
2,598,99,1
1,640,657,1
4,830,243,1
4,733,110,1
4,824,663,1
2,244,845,0
3,638,191,1
5,196,407,0
4,886,288,1
1,85,393,1
4,354,54,1
5,509,64,1
4,224,256,1
3,257,768,0
2,905,717,1
3,102,295,0
4,699,351,1
2,123,848,0
3,323,402,0
4,367,753,0
2,674,744,0
5,16,379,0
1,851,314,0
3,684,19,1
3,991,380,1
3,712,290,1
4,288,784,0
5,261,385,0
1,296,230,0
2,431,186,1
4,958,856,1
3,119,583,0
1,358,889,1
2,378,250,1
5,200,15,1
2,726,131,1
3,37,611,0
1,1,79,1
5,376,412,0
2,807,719,1
1,851,420,0
1,937,725,0
1,86,871,1
4,398,354,1
3,352,909,0
3,11,61,0
2,710,570,1
1,736,394,0
3,550,957,1
4,534,743,0
1,665,551,0
1,189,527,1
5,852,263,1
2,168,640,0
2,671,638,1
2,710,648,1
1,434,365,0
2,989,96,1
1,49,114,1
1,553,386,0
4,386,551,0
1,625,733,1
5,231,162,0
2,703,158,1
4,80,542,0
5,838,65,1
4,318,840,0
2,606,99,1
2,820,675,1
3,19,140,0
3,804,298,1
5,521,782,0
1,131,45,0
5,453,478,0
3,788,731,1
2,553,909,0
3,219,210,0
1,270,235,0
3,459,779,0
3,751,805,1
1,348,211,0
1,968,899,0
5,920,558,1
4,841,706,1
1,850,864,1
2,823,818,1
2,170,266,0
4,900,799,1
5,364,533,0
1,330,62,0
1,636,380,0
2,847,104,1
2,463,819,0
5,347,633,0
2,794,378,1
3,28,420,0
2,184,636,0
5,83,580,0
3,290,448,0
3,91,603,0
2,795,589,1
3,757,205,1
2,778,3,1
4,94,359,0
5,536,823,0
4,416,105,1
3,426,335,0
1,693,145,0
3,40,552,0
5,701,556,1
4,855,371,1
2,465,551,0
1,854,36,0
1,177,250,1
3,610,90,1
2,963,546,1
4,905,874,1
2,990,664,1
2,252,102,1
3,70,716,0
4,525,76,1
3,103,238,0
5,782,71,1
2,589,562,1
1,248,249,1
1,696,83,0
1,149,77,0
1,42,796,1
4,313,864,0
4,947,213,1
3,599,783,1
2,520,651,0
1,970,506,0
5,287,180,1
3,485,315,0
2,273,742,0
3,182,555,0
1,388,920,1
4,647,483,1
2,764,789,0
2,281,834,0
5,823,990,0
4,748,727,1
3,912,726,1
3,202,861,0
5,529,557,0
3,368,39,0
1,291,765,1
4,429,211,1
5,681,873,0
1,892,205,0
4,478,6,1
2,617,662,0
2,534,525,1
1,817,269,0
5,443,185,1
1,742,117,0
5,799,395,1
4,250,989,0
1,200,393,1
4,915,67,1
5,429,19,1
3,858,724,1
5,550,912,0
5,155,834,0
3,108,474,0
3,827,986,1
1,803,939,1
4,242,93,1
5,967,227,1
1,276,417,1
2,546,618,0
3,159,387,0
2,309,584,0
3,203,191,0
2,30,643,0
3,234,141,0
3,573,372,1
3,753,112,1
1,98,187,1
5,711,891,0
3,838,273,1
3,626,608,1
2,57,949,0
1,245,518,1
3,564,600,1
4,550,211,1
3,248,732,0
1,501,703,1
1,860,793,0
3,328,60,0
1,323,597,1
4,963,365,1
5,710,403,1
1,344,177,0
1,428,328,0
5,5,188,0
3,380,547,0
5,477,462,0
1,411,336,0
3,449,766,0
5,710,728,0
5,887,922,0
5,708,600,1
2,830,840,0
5,414,903,0
3,893,73,1
2,191,854,0
4,994,948,1
3,224,845,0
1,534,552,1
1,346,260,0
4,219,634,0
3,303,540,0
3,932,297,1
3,277,549,0
4,167,63,1
3,602,518,1
2,195,258,0
5,210,716,0
4,376,663,0
1,785,173,0
1,206,484,1
3,171,194,0
2,106,590,0
3,969,258,1
3,16,717,0
2,805,57,1
4,576,931,0
1,764,150,0
1,725,8,0
5,668,926,0
5,329,147,1
1,539,70,0
1,127,995,1
5,288,495,0
5,731,226,1
1,354,194,0
5,381,571,0
4,293,208,1
2,14,441,0
2,578,445,1
1,351,438,1
4,655,639,1
1,433,477,1
4,332,678,0
1,914,287,0
3,105,33,0
5,0,370,0
5,918,286,1
2,270,36,1
5,881,524,1
4,732,548,1
3,681,936,1
1,264,75,0
3,890,920,1
4,352,49,1
5,545,378,1
5,806,908,0
3,408,577,0
1,371,433,1
1,309,384,1
4,171,552,0
5,18,599,0
1,510,232,0
2,378,841,0
5,337,110,1
3,97,565,0
2,460,725,0
4,18,74,1
4,220,324,0
5,475,310,1
3,905,954,1
4,983,718,1
2,764,334,1
3,763,34,1
1,569,428,0
1,450,70,0
3,625,274,1
5,914,848,0
4,946,152,1
3,336,797,0
2,159,35,1
5,847,472,1
5,266,354,0
2,81,333,0
2,787,696,1
4,511,449,1
4,548,769,0
2,503,850,0
1,635,990,1
1,32,37,1
3,890,427,1
3,174,604,0
5,223,721,0
5,180,183,0
4,75,543,0
5,636,127,1
1,967,434,0
4,830,788,1
1,21,655,1
1,886,211,0
3,781,233,1
2,825,190,1
5,694,612,0
1,692,288,0
4,691,367,1
3,537,428,1
2,94,999,0
5,953,64,1
4,863,60,1
4,508,152,1
5,813,336,1
3,473,399,0
5,398,249,1
2,35,941,0
3,59,275,0
1,975,138,0
3,441,484,0
2,878,791,1
2,618,827,0
1,715,962,1
1,265,185,0
3,143,878,0
5,217,218,0
5,636,138,1
1,953,58,0
1,348,894,1
4,455,887,0
5,218,66,1
4,721,934,0
3,297,854,0
3,780,683,1
2,222,770,0
4,54,915,0
2,195,757,0
5,452,805,0
2,48,925,0
4,155,269,0
5,379,259,1
1,209,47,0
1,791,422,0
5,406,920,0
2,395,855,0
3,891,730,1
2,301,294,1
5,391,260,1
1,0,766,1
2,322,672,0
1,811,141,0
3,639,401,1
3,212,13,0
4,636,262,1
3,453,788,0
5,556,56,1
5,891,157,1
1,444,853,1
5,954,987,0
5,945,208,1
2,857,469,1
4,934,594,1
4,779,756,1
3,30,679,0
4,565,665,1
1,484,938,1
3,293,444,0
4,311,431,0
3,814,367,1
2,609,685,0
3,424,267,0
5,442,778,0
4,743,519,1
1,57,777,1
2,495,860,0
3,477,878,0
1,942,469,0
1,527,652,1
4,570,546,1
1,234,119,0
2,490,169,1
1,41,606,1
3,911,123,1
5,238,740,0
3,277,235,0
4,410,816,0
3,37,337,0
3,99,667,0
2,363,896,0
4,41,872,0
2,755,509,1
3,965,566,1
4,229,453,0
2,66,565,0
4,302,704,0
4,630,249,1
3,97,160,0
4,466,196,1
4,739,391,1
3,853,677,1
4,796,870,1
2,653,482,1
2,18,311,0
4,58,180,0
2,317,971,0
4,732,797,1
5,488,733,0
4,198,943,0
4,503,289,1
2,618,226,1
1,106,375,1
4,544,269,1
4,504,649,0
2,496,611,0
5,748,39,1
5,367,149,1
2,10,6,1
3,539,365,1
5,62,598,0
5,538,150,1
1,918,400,0
1,492,952,1
5,585,772,0
4,76,227,0
1,741,991,1
1,708,450,0
5,732,135,1
1,87,608,1
2,581,566,1
1,832,482,0
4,768,966,0
3,27,578,0
2,852,255,1
1,175,781,1
2,523,933,0
4,445,797,0
2,823,353,1
1,22,806,1
1,54,831,1
4,865,911,1
2,794,753,1
2,30,308,0
2,649,713,0
3,909,855,1
1,817,557,0
2,762,564,1
4,440,135,1
4,635,9,1
1,523,746,1
1,484,973,1
4,419,987,0
2,701,380,1
1,87,492,1
4,517,796,0
1,960,913,0
3,953,204,1
2,660,291,1
2,117,424,0
4,616,158,1
4,160,506,0
3,101,164,0
4,666,489,1
5,850,116,1
1,326,674,1
1,49,923,1
2,685,675,1
1,631,570,0
3,911,824,1
4,479,302,1
3,569,85,1
2,282,927,0
5,63,416,0
4,343,294,1
3,629,102,1
1,72,333,1
4,195,67,1
3,436,930,0
3,649,529,1
5,19,190,0
2,58,187,0
1,305,281,0
1,954,44,0
4,85,985,0
3,707,341,1
2,671,1,1
3,454,838,0
3,65,283,0
2,60,133,0
1,738,633,0
2,49,43,1
2,292,284,1
1,236,323,1
5,57,117,0
2,869,110,1
1,994,729,0
3,102,977,0
3,468,565,0
