1,236,481,10,26,339,368,379,1
4,724,500,245,129,392,895,26,0
2,828,132,231,772,436,519,838,0
1,951,225,293,984,275,838,680,1
5,29,319,440,570,988,812,806,0
4,41,451,382,807,14,76,262,1
3,701,294,143,733,367,925,386,0
3,188,187,530,387,153,190,710,1
5,59,316,215,363,706,815,796,0
2,750,695,713,395,386,107,238,1
2,82,59,575,573,385,547,175,1
1,788,379,426,800,618,454,333,1
2,236,992,366,955,945,70,40,1
3,580,626,128,616,690,459,178,0
1,612,840,952,71,651,909,396,0
5,890,908,640,917,416,985,441,0
1,329,324,774,150,246,521,323,0
4,930,113,506,804,548,645,456,0
4,427,890,275,5,492,644,157,0
4,352,969,674,55,132,406,519,1
4,852,95,17,361,854,485,993,0
4,333,426,585,721,282,981,24,0
1,632,272,528,989,551,153,89,0
2,649,744,364,893,354,614,575,0
2,96,319,125,696,361,218,375,0
3,304,24,651,159,730,721,993,1
2,441,901,381,500,246,260,722,1
3,730,746,396,204,249,571,812,0
2,300,503,406,186,705,959,395,0
1,621,267,778,246,64,210,121,0
4,363,633,620,912,673,258,873,1
5,923,125,495,631,628,629,216,0
3,618,199,908,430,490,72,205,1
4,123,289,865,625,454,274,219,1
2,125,946,449,886,179,96,319,1
4,7,556,85,782,269,421,535,0
1,359,173,994,446,921,219,203,0
1,767,638,53,550,583,687,253,1
1,676,534,409,503,269,592,515,1
4,114,9,753,482,648,885,893,0
3,295,406,738,95,46,974,884,1
3,893,198,893,411,680,994,182,1
3,146,189,167,593,1,967,645,0
4,420,560,703,807,193,629,648,1
3,899,575,794,288,847,171,944,1
2,640,508,707,376,317,148,318,1
1,841,514,703,501,703,611,2,0
4,703,466,328,626,323,570,719,0
4,404,240,346,780,606,488,213,0
2,482,444,22,360,137,783,348,0
2,857,196,311,351,133,346,903,0
1,247,718,169,143,478,162,737,0
2,162,888,429,913,78,940,292,0
1,492,718,398,221,557,521,377,1
1,155,279,222,466,523,317,348,1
2,70,618,584,359,495,313,176,1
3,15,420,45,975,460,98,472,0
2,797,829,54,640,185,761,869,0
4,496,826,785,323,458,55,917,1
5,303,599,591,7,673,949,736,0
5,672,122,345,542,956,948,216,0
4,224,704,844,725,518,922,571,1
2,833,304,443,999,349,459,220,0
3,828,25,180,156,872,109,225,0
2,484,692,24,513,747,894,68,0
5,981,401,839,234,212,734,180,1
1,156,547,377,840,432,904,903,1
5,941,433,728,127,190,85,604,1
5,680,830,696,33,879,843,885,0
4,464,264,390,367,819,5,352,1
5,647,252,928,716,678,756,540,1
3,963,427,990,805,635,489,700,1
4,705,390,129,532,349,9,38,1
3,156,835,18,967,638,459,627,0
5,504,371,732,542,352,973,255,0
1,839,544,303,915,458,87,891,0
4,135,358,304,114,962,815,435,0
3,234,256,717,521,705,149,624,1
2,694,831,862,131,328,54,105,1
4,86,444,754,510,494,687,582,1
3,530,151,568,503,269,401,795,1
4,654,393,538,118,998,925,496,0
3,681,861,463,763,59,487,623,0
5,603,426,709,875,990,358,68,1
2,687,119,567,174,472,674,848,0
3,293,205,259,674,712,924,658,0
4,981,22,190,812,721,488,796,0
3,442,144,778,665,368,555,894,1
3,825,444,856,311,377,431,423,1
5,601,838,639,766,418,88,300,1
5,236,387,699,8,46,848,410,0
5,341,619,877,30,703,178,927,1
5,348,243,30,887,214,745,444,0
5,383,723,65,119,958,991,743,0
2,444,816,254,131,507,445,539,0
5,566,132,20,35,803,979,959,0
5,807,20,160,69,57,711,109,0
3,321,17,404,663,686,423,727,0
5,365,585,435,259,111,981,759,0
3,222,908,206,648,311,538,777,0
2,562,408,31,150,722,447,291,0
1,412,708,335,185,521,959,146,1
2,697,54,251,438,374,647,676,0
1,814,530,952,834,201,283,837,0
1,986,215,645,123,319,59,769,0
4,250,299,690,698,50,168,338,1
4,656,1,391,613,722,889,823,0
4,456,866,771,907,760,513,362,1
1,63,126,122,535,931,319,210,1
5,364,269,877,124,376,984,351,0
5,138,945,945,545,836,129,479,1
5,444,610,235,863,902,329,804,0
5,177,378,805,987,211,116,149,1
3,123,628,678,357,553,723,532,1
2,920,778,161,621,417,554,587,0
2,890,206,840,486,599,140,69,1
5,464,7,179,199,972,435,914,0
4,266,822,980,713,850,677,565,1
4,449,308,796,982,26,49,307,1
2,537,846,529,321,942,891,974,0
1,448,922,653,89,525,148,195,0
1,797,943,639,151,765,186,572,0
5,410,436,574,150,760,209,992,1
1,478,307,127,435,67,76,412,0
1,168,564,703,401,642,186,592,0
2,669,795,854,228,363,260,237,1
4,272,111,318,532,537,547,929,0
5,794,13,155,47,887,295,753,0
3,240,964,773,597,8,760,588,1
5,582,889,617,91,197,140,924,1
4,989,887,839,795,300,714,505,1
1,409,105,256,848,578,275,222,1
5,21,468,506,123,272,97,166,1
2,494,392,958,955,39,340,801,1
5,174,333,371,898,865,30,776,1
3,707,321,255,598,482,73,83,0
1,382,993,917,175,456,615,640,0
3,929,455,548,806,112,678,211,1
2,734,817,473,404,889,450,68,1
4,213,49,321,565,844,548,711,0
3,474,339,256,656,808,456,782,0
5,784,219,390,936,320,608,667,0
1,848,148,862,747,266,490,634,0
1,672,627,546,242,590,742,1,1
4,198,349,967,637,871,453,560,1
4,426,796,668,105,848,820,704,0
1,186,74,881,996,563,70,727,0
5,792,914,822,135,155,447,671,1
4,252,483,606,122,317,80,504,1
5,479,927,930,839,837,182,922,1
4,745,172,38,404,926,671,707,0
3,527,190,726,78,645,208,529,1
3,189,24,148,596,220,627,878,0
3,144,813,565,83,799,195,150,1
5,876,463,524,409,499,94,395,1
4,757,913,372,789,314,849,912,0
2,779,212,652,648,898,967,101,0
5,606,208,793,781,894,181,319,1
5,666,984,58,768,65,543,102,0
4,651,747,232,463,965,509,774,0
2,160,116,283,19,938,859,335,0
4,670,227,992,892,186,59,898,1
3,854,246,529,648,927,830,516,1
3,980,139,864,246,354,131,353,1
5,925,922,407,733,203,355,906,0
1,991,708,207,395,874,39,755,0
1,217,633,610,110,527,173,603,0
2,251,888,343,957,196,573,379,0
4,819,537,706,261,975,842,744,0
2,39,608,924,936,807,734,191,1
5,528,73,375,136,720,934,717,0
5,579,160,752,952,18,569,162,1
1,2,552,660,55,218,353,783,0
4,708,376,428,487,994,891,418,0
3,512,23,381,668,305,261,501,0
5,784,691,124,396,583,939,373,0
5,948,583,571,804,638,28,934,1
1,644,245,151,11,340,893,392,1
4,778,690,150,505,139,43,341,1
2,427,115,852,433,91,16,238,1
5,805,459,518,46,835,802,731,0
4,872,775,326,661,256,355,974,1
4,541,353,546,804,682,27,401,1
3,730,788,687,211,818,593,723,1
1,726,208,654,535,933,799,711,1
2,363,149,311,267,566,36,693,1
3,569,406,41,550,884,643,40,0
5,772,453,401,104,943,373,531,0
3,120,861,631,529,766,812,248,1
4,42,768,315,319,251,225,164,1
1,746,567,900,249,317,134,508,0
4,806,162,759,161,258,890,210,0
2,517,454,504,445,831,855,66,0
2,90,324,395,842,271,956,516,0
1,552,970,208,196,964,651,258,1
2,102,638,304,959,85,350,451,0
1,263,463,15,733,710,673,675,1
1,171,293,68,226,183,471,928,1
3,954,510,374,705,240,656,171,0
3,150,94,597,728,427,203,315,1
2,309,168,504,8,53,32,416,1
3,902,724,975,793,964,483,87,1
1,264,302,422,131,941,615,352,1
4,865,530,501,559,580,723,340,0
4,789,194,156,874,759,861,478,0
2,534,221,240,338,447,455,746,0
4,672,112,116,163,12,29,178,1
3,667,284,680,187,885,534,938,1
2,568,931,143,175,893,261,246,0
4,61,675,136,406,130,943,436,0
1,414,530,976,908,227,233,476,0
1,513,339,683,92,194,225,133,0
2,77,76,517,878,815,139,456,1
2,975,219,783,950,502,9,156,1
3,307,953,97,470,407,612,486,0
5,248,949,785,379,906,424,570,1
5,158,267,810,53,360,706,175,1
1,747,899,777,251,256,191,192,0
1,242,479,69,886,179,964,884,1
1,290,453,652,566,506,162,843,0
5,409,244,438,343,888,33,496,1
4,176,279,436,660,587,146,664,1
3,879,415,232,663,91,67,55,0
4,614,890,822,69,722,49,594,1
2,461,218,348,846,948,870,837,0
1,43,740,467,3,605,505,448,1
1,221,499,498,626,428,762,212,1
2,421,294,977,273,605,779,667,1
4,930,789,551,125,446,905,682,0
2,947,158,230,48,315,698,626,0
2,392,307,600,500,95,549,644,1
5,240,67,658,526,542,114,907,1
5,188,97,838,674,658,328,939,1
1,269,927,79,480,54,937,298,1
4,693,724,152,212,359,204,213,1
3,131,11,261,205,615,10,756,0
4,319,719,790,126,529,85,543,1
5,227,563,609,825,716,340,439,1
4,914,322,815,848,183,577,649,1
3,835,663,115,527,927,731,846,0
3,137,395,180,734,579,582,535,0
4,114,871,661,131,650,752,631,1
3,196,627,571,700,434,527,838,1
4,604,395,435,693,880,840,414,0
4,382,243,494,579,43,762,869,0
2,661,96,42,68,778,291,347,0
3,91,999,100,731,218,290,764,0
4,960,894,744,975,140,529,929,1
4,376,368,338,267,387,432,966,1
3,585,409,658,773,741,960,539,1
4,294,403,492,788,414,139,950,1
2,499,49,998,82,974,636,260,1
5,758,635,361,401,978,880,197,0
4,341,771,323,632,354,562,972,0
1,401,836,989,845,525,303,992,0
5,370,631,482,888,916,100,445,1
4,47,892,699,983,903,683,256,1
3,80,225,942,72,178,581,643,1
4,59,779,663,572,424,496,56,1
5,152,300,887,608,566,834,823,0
3,71,949,117,307,79,657,19,0
1,894,264,47,445,766,888,851,1
2,967,392,456,856,666,726,111,0
2,5,149,627,750,955,211,905,1
2,108,414,757,107,694,673,335,1
3,731,684,477,530,791,973,391,0
1,843,881,982,598,431,848,549,0
3,322,96,546,74,869,796,335,1
1,506,771,982,658,436,518,196,0
4,914,883,390,934,426,383,745,1
5,166,902,819,111,23,884,777,0
2,867,311,123,372,239,658,508,0
4,701,12,638,285,619,640,462,1
3,490,214,652,516,666,80,515,1
1,276,190,50,703,433,486,979,1
5,647,0,740,568,885,180,390,1
1,244,294,874,724,732,307,549,0
1,250,30,421,533,562,621,809,1
3,260,885,142,962,318,747,904,0
2,271,105,660,972,462,742,976,0
4,339,209,690,421,221,339,395,1
2,769,82,937,183,948,76,425,1
1,858,821,370,625,505,190,188,0
3,633,982,403,461,444,39,227,0
5,340,193,644,222,600,483,35,1
5,948,885,352,548,821,942,22,0
4,734,781,316,604,155,93,141,1
1,805,382,150,587,413,783,856,1
3,437,699,849,608,231,810,955,1
4,468,682,155,556,302,937,7,0
3,665,368,17,710,445,921,354,0
3,43,439,341,794,653,154,333,0
5,36,738,86,384,322,455,103,0
1,626,666,138,687,458,963,628,1
5,365,665,775,747,488,223,782,1
3,358,453,455,188,515,948,975,0
3,596,100,604,266,269,529,197,1
4,229,746,818,819,687,580,801,1
5,663,570,526,288,667,195,191,1
3,282,435,673,964,650,633,896,1
4,62,158,987,862,527,124,581,1
3,847,167,26,258,36,670,583,0
4,927,992,147,851,404,475,214,0
5,427,632,337,986,762,998,730,0
1,758,695,683,624,643,607,20,0
5,544,617,614,819,23,157,339,1
4,287,489,49,723,903,514,770,0
3,820,863,910,100,948,126,520,1
2,483,651,939,277,888,679,143,1
3,378,694,454,860,596,928,116,0
2,583,471,659,474,241,790,444,0
4,785,498,836,823,156,175,897,1
4,677,140,636,540,688,279,359,1
1,34,794,371,525,76,784,722,1
2,204,310,9,365,49,506,790,0
4,814,102,235,103,644,703,680,0
2,57,581,31,918,976,712,773,0
5,99,689,430,207,650,421,254,0
4,489,316,453,952,587,471,300,1
3,905,836,489,873,257,979,57,0
4,763,813,103,18,140,736,395,0
1,880,943,733,949,100,232,491,0
3,648,631,449,155,364,54,345,0
3,92,938,411,71,936,470,97,0
1,586,471,363,886,440,372,742,1
2,582,719,76,706,356,456,637,0
2,386,818,488,608,426,320,571,1
4,401,547,390,48,456,319,961,1
4,579,577,135,513,19,707,698,0
1,555,699,312,781,625,336,737,1
1,450,751,832,549,278,703,563,0
5,80,567,800,38,194,847,263,0
4,584,999,494,776,60,785,874,0
3,506,272,621,870,872,378,957,1
4,714,345,582,6,210,347,246,1
5,777,666,143,939,130,642,970,0
1,204,995,72,40,737,936,277,1
4,129,171,828,771,291,981,67,0
5,985,691,890,479,918,314,613,1
2,855,134,539,282,208,728,529,0
3,199,934,407,668,961,389,725,0
5,516,24,69,80,74,942,84,0
5,776,625,574,145,278,850,637,0
1,456,311,322,882,143,919,490,1
4,764,382,452,92,133,638,259,0
5,622,537,589,401,588,141,203,1
3,559,432,644,431,904,2,346,1
1,611,748,751,504,413,44,961,0
5,572,442,452,310,701,896,760,0
3,36,4,591,656,100,847,753,1
4,667,879,716,583,58,992,188,0
3,630,47,292,522,510,635,423,0
1,85,504,179,16,761,696,153,1
5,840,583,242,868,341,118,472,1
4,32,512,290,746,81,877,342,0
2,150,675,707,71,712,23,919,1
1,824,959,424,15,249,860,717,1
5,637,465,839,217,604,725,680,1
5,756,644,162,478,911,978,429,0
1,796,992,354,610,477,691,870,1
3,159,7,198,517,512,759,636,0
1,672,20,160,444,876,77,176,0
1,513,92,343,955,274,200,602,0
3,605,323,431,452,724,726,344,0
2,266,457,854,445,672,107,432,1
4,484,400,342,238,408,715,653,0
3,649,409,514,964,778,693,574,1
5,575,790,157,906,312,646,589,0
3,166,337,733,610,719,311,657,1
4,750,240,767,790,202,863,273,1
1,809,758,73,74,934,128,397,1
1,300,798,533,97,642,341,743,0
1,667,927,125,241,316,48,866,0
4,642,101,36,28,333,978,134,0
5,717,778,373,503,830,552,361,0
4,803,268,914,419,858,90,573,1
1,115,741,120,534,346,720,781,1
4,722,96,262,292,296,13,47,1
2,425,544,207,924,964,344,526,0
2,13,150,687,512,597,869,376,0
1,980,307,404,218,392,516,420,1
1,516,489,771,108,264,961,505,1
4,61,74,43,433,29,603,201,0
1,54,665,194,332,630,819,244,1
4,691,776,637,315,739,544,981,1
5,773,963,924,448,36,398,186,1
3,107,908,363,536,302,395,744,0
2,113,398,315,338,754,825,693,0
1,852,563,716,573,729,851,302,1
2,149,34,621,255,237,246,706,1
1,302,937,633,522,335,631,127,0
2,461,489,800,626,583,315,476,1
1,246,596,704,184,622,632,849,0
4,287,290,92,152,709,804,119,0
1,765,707,118,452,756,955,617,1
2,763,257,724,268,812,516,677,1
1,329,623,769,991,109,980,973,1
1,845,718,782,47,836,668,183,0
1,371,671,196,818,769,384,716,1
5,872,667,15,859,592,864,365,0
2,521,171,127,380,496,249,85,0
1,925,784,981,910,898,754,334,0
5,60,883,333,441,6,673,219,0
1,607,127,263,237,305,380,151,1
1,591,798,302,315,11,565,710,1
4,689,63,298,844,931,362,37,1
1,334,185,530,531,482,983,837,1
1,908,999,29,889,958,520,770,1
4,482,344,603,307,535,735,572,0
2,585,79,962,316,155,361,156,1
2,596,254,342,970,965,490,658,0
5,768,795,728,103,711,470,810,1
2,460,108,591,449,692,12,809,1
5,223,170,410,896,758,12,804,1
5,656,398,363,361,516,576,705,0
4,616,836,76,766,777,662,218,0
2,487,304,550,694,47,244,882,1
4,843,957,681,742,488,601,923,1
5,431,527,666,55,412,894,978,0
1,32,787,307,76,972,823,228,1
4,619,652,794,270,499,971,179,0
2,717,759,693,673,747,6,895,1
3,170,872,738,346,690,646,196,1
1,997,871,266,15,95,413,573,1
4,163,770,373,869,271,210,699,1
1,833,48,714,694,218,115,400,0
3,48,429,927,801,355,444,286,1
1,385,857,775,502,308,481,300,0
3,386,463,432,584,125,9,718,0
3,157,231,947,857,147,4,443,1
1,943,571,12,47,144,437,906,1
1,994,387,923,885,841,59,663,0
3,616,685,815,832,937,235,975,1
5,481,797,725,198,55,580,246,1
4,845,65,38,364,729,338,551,0
2,540,525,102,130,331,368,582,0
1,416,621,341,531,757,750,215,1
1,845,466,462,662,109,141,819,0
5,348,546,812,996,597,366,42,1
1,583,463,684,396,450,328,671,0
2,455,447,997,639,625,376,96,1
2,603,222,123,884,84,769,625,0
5,712,763,549,982,35,672,108,0
4,937,203,708,173,751,330,678,1
1,468,286,469,653,371,450,228,0
1,423,227,270,993,819,67,201,0
3,914,724,702,737,908,589,411,1
5,739,308,267,687,893,711,107,0
2,753,433,91,615,339,591,339,0
1,493,914,443,611,881,525,750,1
5,500,583,128,837,954,338,274,0
3,18,941,38,632,919,506,500,0
2,135,402,960,66,768,52,983,1
2,280,211,250,415,497,736,350,0
2,179,348,961,392,523,850,534,1
1,394,109,316,320,398,192,545,0
3,954,559,25,745,347,115,822,0
2,333,100,354,673,63,137,145,1
3,979,781,155,739,151,632,984,0
3,85,873,517,374,874,998,42,1
5,185,299,190,542,791,756,640,0
4,994,255,27,189,433,819,463,0
2,953,688,46,418,763,852,783,0
5,41,747,130,262,948,517,986,0
3,910,916,95,877,846,481,998,0
2,754,920,992,156,729,366,246,1
1,827,521,534,920,353,831,433,1
3,168,24,972,749,892,311,351,1
1,159,707,833,523,547,514,376,0
2,696,52,853,9,863,589,718,1
3,212,431,271,121,464,958,559,0
4,943,565,48,677,973,483,615,0
1,87,642,14,569,538,675,560,1
5,667,331,454,657,381,627,417,0
1,753,791,593,680,920,767,957,1
2,659,40,955,603,810,418,522,1
5,37,333,974,776,75,597,831,1
4,976,494,397,797,227,225,83,1
4,972,909,66,219,823,834,419,0
1,686,151,718,879,519,719,383,1
4,357,60,104,343,83,787,333,0
3,393,454,936,944,462,21,571,1
4,974,769,334,838,613,992,660,0
1,615,57,178,389,679,943,852,1
5,389,9,842,870,23,332,323,1
5,973,198,500,430,964,454,150,0
2,816,886,147,545,613,959,805,0
3,881,400,127,467,276,207,128,0
2,611,612,168,73,561,515,857,0
2,269,383,669,640,461,990,719,0
2,909,430,793,863,965,359,332,1
2,881,662,526,141,922,898,515,0
2,29,915,326,352,537,716,182,0
3,217,554,101,343,422,504,851,0
4,607,108,487,367,697,668,393,0
2,85,175,182,679,194,382,169,0
4,56,923,475,432,804,44,860,1
2,328,358,177,748,777,323,885,0
1,175,473,46,315,406,216,857,1
4,732,970,322,451,7,826,906,0
5,79,299,335,365,927,470,233,0
4,931,43,807,369,34,352,455,1
3,128,463,496,19,696,981,431,0
1,600,606,187,72,890,428,803,1
1,23,277,416,698,586,422,738,1
1,666,963,983,475,813,492,259,0
2,473,470,370,878,443,326,886,1
4,111,937,39,326,626,10,609,1
5,627,946,548,11,177,761,707,0
5,480,526,243,30,468,9,592,1
2,235,746,168,417,333,312,291,0
5,237,687,535,474,801,384,792,1
2,414,714,882,186,312,749,277,1
1,226,869,619,963,359,563,608,0
3,769,14,418,390,863,737,499,0
2,411,626,470,939,20,653,435,0
3,644,281,216,53,878,123,187,0
5,126,853,35,106,421,42,10,0
1,268,737,775,32,778,667,965,0
1,244,532,249,901,650,199,253,0
3,652,839,127,715,327,784,517,0
3,978,348,550,736,645,913,108,1
1,851,272,643,751,698,235,409,0
3,31,854,157,633,655,625,953,0
2,726,322,789,768,170,528,459,1
3,187,118,149,799,617,728,282,0
4,888,665,91,798,980,196,847,0
3,682,90,374,296,662,214,906,0
5,558,208,959,919,786,593,279,1
3,122,22,776,511,291,403,638,1
3,762,437,343,767,288,427,586,0
5,947,554,680,487,368,296,151,1
3,159,205,822,58,73,292,684,1
2,889,395,916,857,825,415,918,1
1,747,868,575,899,468,142,127,0
4,528,622,7,839,724,749,985,0
3,199,218,252,131,432,635,481,0
2,520,352,743,398,190,458,952,1
5,978,345,378,621,283,863,587,0
2,198,309,165,544,61,487,465,0
1,143,221,429,625,699,482,951,1
1,124,441,661,947,774,477,272,0
5,243,975,797,746,640,673,785,1
5,52,644,48,234,171,846,724,0
4,922,915,992,47,730,329,230,1
4,683,143,912,158,145,836,406,1
2,511,871,214,817,490,381,445,0
4,172,779,696,646,307,174,908,1
3,449,618,753,852,357,443,768,1
1,63,909,442,956,642,564,810,1
5,429,852,439,660,852,662,863,0
3,219,873,883,557,450,133,32,1
4,390,714,928,695,787,194,538,1
5,428,252,612,427,535,445,833,1
1,339,984,363,878,55,269,829,0
5,734,719,579,138,895,947,508,0
5,981,762,532,251,95,458,207,0
4,240,215,123,424,610,571,74,0
2,509,288,300,111,47,164,726,1
5,135,748,364,52,819,490,719,0
4,720,968,936,554,70,436,802,1
2,861,307,62,815,614,686,476,0
5,418,973,872,385,220,387,880,1
3,397,761,731,960,458,108,599,1
2,278,987,851,890,106,522,793,1
2,226,424,362,185,419,242,57,1
4,876,665,14,400,746,167,331,0
4,236,445,556,673,41,234,307,1
4,455,292,87,335,488,557,77,0
4,611,143,593,994,455,189,299,1
2,747,793,51,582,933,647,903,0
1,431,656,191,869,348,563,555,1
2,337,628,934,963,765,623,414,1
3,72,210,89,135,187,110,721,0
1,394,26,934,293,514,924,20,0
1,100,772,654,57,421,351,897,0
2,208,371,634,118,671,290,349,1
2,703,472,232,861,692,221,969,1
1,721,944,842,954,529,331,27,0
3,974,612,602,664,642,184,468,1
4,576,845,212,979,350,826,981,0
2,794,72,575,810,548,107,291,1
5,929,726,381,699,952,97,291,1
1,769,934,262,696,736,787,621,1
3,259,35,753,115,124,35,24,1
3,369,846,349,734,955,458,610,0
1,230,567,892,713,741,12,969,0
2,582,191,535,580,47,471,566,1
5,318,775,486,289,256,204,845,1
2,376,241,72,583,445,437,370,0
2,41,683,177,505,54,715,876,0
1,499,644,65,542,833,999,911,1
2,360,529,891,636,834,530,764,1
4,494,275,167,365,727,973,676,0
1,13,865,101,5,882,274,333,1
3,709,289,328,756,201,307,715,0
2,350,53,526,85,840,74,671,1
2,516,531,951,560,600,404,646,1
2,543,267,323,819,46,409,296,0
1,201,328,197,125,474,928,880,1
5,749,290,258,377,623,254,5,0
2,913,601,602,366,801,670,871,0
4,966,347,661,658,447,371,420,1
3,856,156,778,639,342,341,217,1
3,273,305,524,851,355,550,960,1
4,664,148,404,132,695,282,641,1
2,667,753,57,508,532,473,307,0
5,512,35,834,766,848,269,620,1
2,76,815,452,528,565,436,876,1
2,942,375,410,782,271,266,347,1
1,99,166,699,675,464,460,968,0
5,471,582,242,843,925,461,933,0
3,696,695,661,618,826,405,867,1
3,343,241,597,590,932,361,28,1
3,335,306,921,749,454,429,584,1
5,573,66,468,94,293,84,462,1
3,714,377,332,575,651,387,464,0
5,568,313,592,120,726,607,401,0
2,660,413,433,589,627,907,806,0
2,227,534,820,252,801,707,397,1
2,909,202,899,218,651,858,988,1
2,713,142,965,886,270,461,868,1
4,632,186,682,633,49,262,894,1
4,556,867,581,423,929,507,621,1
4,414,261,209,817,198,265,92,1
4,448,128,919,914,663,390,320,1
3,851,989,839,168,210,486,670,1
5,621,710,963,94,120,203,846,1
1,932,621,840,855,606,922,923,1
3,267,242,170,600,766,850,791,0
5,28,936,186,77,631,6,622,1
5,297,613,594,576,381,564,687,0
4,287,992,543,730,699,412,694,1
2,819,317,562,943,427,367,249,1
1,523,87,412,91,909,704,957,1
2,26,291,299,308,310,934,907,0
4,699,187,163,478,799,468,186,0
3,374,709,312,812,304,796,55,0
1,200,872,315,858,599,100,706,0
4,692,796,454,672,402,78,924,1
2,154,474,460,728,61,30,718,1
4,774,295,517,535,248,36,397,1
5,975,207,878,109,34,859,930,0
3,733,399,761,107,390,66,814,1
5,249,781,872,150,580,121,438,1
2,354,822,381,824,411,587,97,0
2,917,812,681,427,716,696,143,0
3,712,661,100,328,318,590,506,0
1,423,414,221,998,615,865,845,1
2,825,521,421,680,107,722,739,0
2,717,410,968,472,2,526,482,1
1,680,559,978,867,776,823,925,0
1,601,959,81,987,683,227,207,1
1,391,705,851,890,621,619,745,0
5,693,802,851,601,96,361,654,1
2,435,175,382,935,285,267,430,1
4,440,453,796,506,779,762,363,1
2,558,852,318,610,777,651,265,0
2,708,505,77,83,123,687,461,0
5,577,719,572,247,32,382,130,1
3,908,127,189,180,292,747,486,0
1,483,949,998,537,801,408,608,0
4,98,247,2,577,924,79,560,1
4,881,124,301,202,644,455,37,0
2,663,862,520,869,138,992,175,0
4,507,675,201,639,512,636,447,0
4,717,168,773,934,883,972,988,0
2,826,724,187,411,361,235,869,0
2,428,544,370,138,745,196,735,1
5,45,940,903,416,884,312,33,1
4,351,230,8,926,869,111,352,0
4,675,633,4,311,451,397,374,0
5,305,443,767,84,902,153,631,1
1,264,621,236,838,47,853,848,1
2,716,299,202,10,639,37,427,1
3,540,740,844,70,101,790,552,1
3,173,263,938,579,590,204,704,1
1,993,73,479,604,731,323,798,0
5,431,274,548,734,74,372,830,1
1,598,293,725,362,890,804,957,1
1,683,633,301,873,585,812,723,1
4,820,686,333,646,354,610,895,0
1,191,697,991,670,277,583,717,0
5,538,774,374,991,410,46,742,1
3,772,792,366,47,165,858,82,0
5,940,124,649,253,143,819,481,0
2,301,779,909,698,259,485,465,1
1,258,827,95,47,949,819,620,1
5,320,788,868,581,103,231,65,1
5,47,850,500,337,592,228,610,1
2,864,506,564,109,963,166,889,1
1,696,228,392,906,255,749,915,1
4,256,22,198,823,693,17,789,1
5,279,470,419,211,614,474,685,0
3,262,880,209,84,114,27,813,0
5,395,832,341,406,836,213,920,1
2,652,320,312,336,587,347,408,0
5,86,634,376,683,419,59,894,1
4,19,878,63,992,35,194,616,0
1,680,609,203,298,957,351,399,1
3,158,863,554,962,365,34,165,1
4,503,25,619,28,179,392,221,1
5,769,212,318,816,41,617,252,0
2,116,985,731,906,798,568,572,1
3,79,649,660,261,31,502,815,1
4,259,600,28,531,590,398,55,0
1,290,681,130,187,186,758,766,1
3,132,394,781,248,180,880,714,1
5,364,525,819,100,571,83,661,1
2,184,418,801,781,652,71,745,1
1,855,148,512,508,891,93,232,0
3,867,380,736,898,421,565,449,1
5,781,447,684,226,529,439,923,1
3,879,115,97,2,348,3,731,0
1,881,155,135,325,565,991,312,1
5,789,534,851,703,280,891,388,0
2,734,342,622,870,298,336,914,1
5,51,505,170,11,116,296,471,0
2,245,907,833,540,294,737,522,1
1,596,334,126,740,388,853,854,1
5,493,665,614,614,389,500,258,1
5,984,28,76,514,807,898,916,0
